CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
11.421.994/0001-36;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;2021-02-11;2009-11-30;;;ATIVO;2021-02-11;25550;Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria A;2021-02-11;FASE OPERACIONAL;2020-12-16;PRIVADO;SEDE;Avenida das Nações Unidas, 12.901;Torre Oeste 8º andar;Brooklin Paulista;SÃO PAULO;SP;BRASIL;4578910;11;51035300;;;ri@orizonvr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo Roberto Pereira dos Santos;2020-12-14;Avenida das Nações Unidas, 12.901;Torre Oeste 8º andar;Brooklin Paulista;SÃO PAULO;SP;;4578910;11;51035300;;;ri@orizonvr.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
11.421.994/0001-36;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;2021-02-11;2009-11-30;;;ATIVO;2021-02-11;25550;Saneamento, Serv. Água e Gás;BOLSA;Categoria A;2021-02-11;FASE OPERACIONAL;2020-12-16;PRIVADO;SEDE;Avenida das Nações Unidas, 12.901;Torre Oeste 8º andar;Brooklin Paulista;SÃO PAULO;SP;BRASIL;4578910;11;51035300;;;ri@orizonvr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo Roberto Pereira dos Santos;2020-12-14;Avenida das Nações Unidas, 12.901;Torre Oeste 8º andar;Brooklin Paulista;SÃO PAULO;SP;;4578910;11;51035300;;;ri@orizonvr.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.112.685/0001-32;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2008-02-26;2007-07-03;;;ATIVO;2008-02-26;21342;Emp. Adm. Part. - Sem Setor Principal;BOLSA;Categoria A;2010-03-19;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2024-03-20;PRIVADO HOLDING;SEDE;Rua Lauro Müller, 116;2405;Botafogo;RIO DE JANEIRO;RJ;BRASIL;22290906;21;32375292;21;32375292;ri@osx.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Gustavo Banho Licks;2024-11-28;Rua Lauro Müller, 116;sala 2405;Botafogo;RIO DE JANEIRO;;;22290906;21;32375200;;;ri@osx.com.br;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES LTDA.
20.258.278/0001-70;OUROFINO S.A.;;2014-10-17;2014-04-10;;;ATIVO;2014-10-17;23507;Comércio (Atacado e Varejo);BOLSA;Categoria A;2014-10-17;FASE OPERACIONAL;2014-08-25;PRIVADO;SEDE;Rodovia Anhanguera, SP 330, KM 298, Bloco C, 2º andar;Setor Ourofino S.A.;Distrito Industrial;CRAVINHOS;SP;BRASIL;14140000;16;35184098;16;35182000;ri@ourofino.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcelo da Silva;2020-05-07;Rodovia Anhanguera, SP 330, KM 298, Bloco C, 2º andar;Setor Ourofino S.A.;Distrito Industrial;CRAVINHOS;SP;;14140000;16;35182000;;;ri@ourofino.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
18.080.368/0001-72;OZN HEALTH SPE S.A.;OZN HEALTH SPE S.A.;2025-09-02;2013-04-30;;;ATIVO;2025-09-02;27901;Serviços Médicos;;Categoria B;2025-05-07;FASE OPERACIONAL;2025-05-08;PRIVADO;SEDE;Avenida Torquato Tapajós;nº 9.250;Colônia Terra Nova;MANAUS;AM;BRASIL;69093415;92;30421418;;;ri@opyhealth.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FELIPE RODRIGUES TONETTI;2025-10-02;Avenida Torquato Tapajós;nº 9.250;Colônia Terra Nova;MANAUS;;;69093415;92;30421418;;;ri@opyhealth.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
96.298.013/0001-68;PACAEMBU CONSTRUTORA S.A.;PACAEMBU CONSTRUTORA S.A.;2020-10-01;1993-04-05;;;ATIVO;2020-10-01;25143;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2020-10-01;FASE OPERACIONAL;2020-02-20;PRIVADO;SEDE;Rua Sete de Setembro;Quadra 11-07;Centro;BAURU;SP;BRASIL;17015032;14;32082616;14;32082616;ri@pacaembu.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo de Almeida Massa;2023-06-01;Av. Paulista, 2.439;4º andar;Bela Vista;SÃO PAULO;SP;;1311300;11;32364141;;;ri@pacaembu.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
02.365.069/0001-44;PADTEC HOLDING S.A.;--;1999-08-02;1998-01-26;;;ATIVO;1999-08-02;18414;Emp. Adm. Part. - Telecomunicações;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2000-12-31;PRIVADO;SEDE;Rua James Clerk Maxwell, 507;Qd 09678-I Lt 007;Techno Park Campinas;CAMPINAS;SP;BRASIL;13069380;19;21049700;21;32069201;ri@padtec.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo Costa Chamsin;2025-07-15;Rua James Clerk Maxwell, 507;Qd 09678-I Lt 007;Techno Park Campinas;CAMPINAS;;;13069380;19;998010894;;;ri@padtec.com.br;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES LTDA.
92.693.019/0001-89;PANATLANTICA SA;PANATLANTICA;1971-12-29;1967-07-20;;;ATIVO;1971-12-29;94;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1971-12-29;PRIVADO;SEDE;Rua Rudolfo Vontobel, 600;-;Distrito Industrial;GRAVATAÍ;RS;BRASIL;94045405;51;34897777;51;34897799;panatlantica@panatlantica.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;KARL ERNST STEPPE;2024-06-21;Rua Rudolfo Vontobel, 600;-;Distrito Industrial;GRAVATAÍ;RS;;94045405;51;34897777;;;karl@panatlantica.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
14.388.334/0001-99;PARANA BANCO S.A.;PARANA;2007-06-11;1979-01-01;;;ATIVO;2007-06-11;20729;Bancos;;Categoria A;2020-11-26;FASE OPERACIONAL;2007-06-11;PRIVADO;SEDE;Rua Comendador Araújo, n. 614;5º andar;Batel;CURITIBA;PR;BRASIL;80420063;41;33519468;41;32403898;ri@paranabanco.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Osvaldo Bruno Brasil Cavalcante;2021-04-09;Rua Comendador Araújo, 614;5º andar;Batel;CURITIBA;PR;;80420063;41;33519468;;;ri@paranabanco.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
60.398.369/0004-79;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PARANAPANEMA S.A.;1977-07-20;1977-07-20;;;ATIVO;1977-07-20;9393;Metalurgia e Siderurgia;BALCÃO ORGANIZADO;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2022-12-13;PRIVADO;SEDE;Via do Cobre, 3700;Área Industrial Oest;Copec;DIAS D'ÁVILA;BA;BRASIL;42850000;71;21997855;71;22031484;ri@paranapanema.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcelo Vaz Bonini;2025-01-22;RUA FELIPE CAMARÃO;500;UTINGA;SANTO ANDRÉ;SP;;9220580;11;21997855;;;ri@paranapanema.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
60.398.369/0004-79;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PARANAPANEMA S.A.;1977-07-20;1977-07-20;;;ATIVO;1977-07-20;9393;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2022-12-13;PRIVADO;SEDE;Via do Cobre, 3700;Área Industrial Oest;Copec;DIAS D'ÁVILA;BA;BRASIL;42850000;71;21997855;71;22031484;ri@paranapanema.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcelo Vaz Bonini;2025-01-22;RUA FELIPE CAMARÃO;500;UTINGA;SANTO ANDRÉ;SP;;9220580;11;21997855;;;ri@paranapanema.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
00.185.475/0001-08;PARCOM PARTICIPACOES SA EM LIQUIDACAO;PARCOM PARTICIPACOES SA EM LIQUIDACAO;1994-12-22;1994-08-18;;;ATIVO;1994-12-22;14680;Emp. Adm. Part. - Telecomunicações;;Categoria A;2010-01-01;LIQUIDAÇÃO EXTRAJUDICIAL;2012-12-27;PRIVADO HOLDING;SEDE;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;RIO DE JANEIRO;RJ;BRASIL;20020010;21;38043700;21;38043480;gar@opportunity.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;NORBERTO AGUIAR TOMAZ;2015-05-06;AV. PRESIDENTE WILSON, 231;28º ANDAR(PTE);CENTRO;RIO DE JANEIRO;RJ;;20030905;21;38043700;;;gar@opportunity.com.br.;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
44.854.238/0001-50;PARSAN S.A.;PARSAN S.A.;2024-02-02;2021-12-20;;;ATIVO;2024-02-02;27448;Saneamento, Serv. Água e Gás;;Categoria B;2023-10-17;FASE OPERACIONAL;2023-10-17;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, 1.663, 1º andar, sala 17;Plaza São Lourenço;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1452001;11;38188150;;;dri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;André Pires de Oliveira Dias;2023-03-30;Avenida Brigadeiro Faria Lima, 1.663, 1º andar, sala 17;Plaza São Lourenço;Jardim Paulistano;SÃO PAULO;;;1452001;11;38188150;;;dri@aegea.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
23.236.821/0001-27;PATRIMAR ENGENHARIA S.A.;;2020-11-10;1968-05-14;;;ATIVO;2020-11-10;25305;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2020-11-10;FASE OPERACIONAL;1968-05-14;PRIVADO;SEDE;Rodovia Stael Mary Bicalho Motta Magalhaes;nº 521, 18º andar;Bairro Belvedere;BELO HORIZONTE;MG;BRASIL;30320760;31;32540275;;;ri@patrimar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Felipe Enck Gonçalves;2020-08-05;Rodovia Stael Mary Bicalho Motta Magalhaes;nº 521, 19 andar;Bairro Belvedere;BELO HORIZONTE;MG;;30320760;31;32540310;;;ri@patrimar.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
83.475.913/0001-91;PBG S/A;PORTOBELLO S/A;1991-01-04;1778-09-05;;;ATIVO;1991-01-04;13773;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1991-01-04;PRIVADO;SEDE;SC-401;4756;Saco Grande;FLORIANÓPOLIS;SC;BRASIL;88032005;48;32792222;48;32792223;dri@portobello.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Ronei Gomes;2026-05-05;SC-401;n° 4756;Saco Grande;FLORIANÓPOLIS;SC;;88032005;48;32792552;;;cfo.ri@portobello.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
09.538.973/0001-53;PDG COMPANHIA SECURITIZADORA;PDG COMPANHIA SECURITIZADORA;2008-10-03;2008-03-10;;;ATIVO;2008-10-03;21644;Securitização de Recebíveis;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2021-10-14;PRIVADO;SEDE;Avenida Doutor Cardoso de Melo, 1.855;6º andar;Vila Olimpia;SÃO PAULO;SP;BRASIL;4548005;11;21104400;11;21104400;ri@pdg.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mauricio Tiso de Souza;2025-02-21;Avenida Dr. Cardoso de Melo, nº 1855;6º andar;Vila Olimpia;SÃO PAULO;;;4548005;11;21104790;;;ri@pdg.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
02.950.811/0001-89;PDG REALTY S.A. EMPREEND E PARTICIPACOES;PDG REALTY SA EMPREENDIMENTOS E PARTS;2007-01-23;2003-01-01;;;ATIVO;2007-01-23;20478;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2021-10-14;PRIVADO;SEDE;Av. Dr. Cardoso de Melo;1855, 6º andar;Vila Olímpia;SÃO PAULO;SP;BRASIL;4548005;11;21104400;11;21104400;ri@pdg.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mauricio Tiso de Souza;2025-01-30;Avenida Dr. Cardoso de Melo, nº 1855;6º andar;Vila Olimpia;SÃO PAULO;;;4548005;11;21104790;;;ri@pdg.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
33.000.167/0001-01;PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS;PETROBRAS;1977-07-20;1953-10-03;;;ATIVO;1977-07-20;9512;Petróleo e Gás;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;ESTATAL HOLDING;SEDE;Av. República do Chile, nº 65;24º andar;Centro;RIO DE JANEIRO;RJ;BRASIL;20031170;21;32241510;21;32246055;petroinvest@petrobras.com.br / acionistas@petrobras.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Fernando Sabbi Melgarejo;2024-07-16;Av. Henrique Valadares, nº 28;Torre A, 18º andar;Centro;RIO DE JANEIRO;RJ;;20231030;21;32242401;;;dfinri@petrobras.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
33.000.167/0001-01;PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS;PETROBRAS;1977-07-20;1953-10-03;;;ATIVO;1977-07-20;9512;Petróleo e Gás;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;ESTATAL HOLDING;SEDE;Av. República do Chile, nº 65;24º andar;Centro;RIO DE JANEIRO;RJ;BRASIL;20031170;21;32241510;21;32246055;petroinvest@petrobras.com.br / acionistas@petrobras.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Fernando Sabbi Melgarejo;2024-07-16;Av. Henrique Valadares, nº 28;Torre A, 18º andar;Centro;RIO DE JANEIRO;RJ;;20231030;21;32242401;;;dfinri@petrobras.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
07.275.159/0001-68;PETROLEO LUB DO NORDESTE SA;PETROLUSA;1975-10-24;1967-09-13;;;ATIVO;1975-10-24;9520;Petróleo e Gás;;Categoria A;2010-01-01;FASE OPERACIONAL;1975-10-24;PRIVADO;SEDE;RUA AMANCIO PHILOMENO, 199;;MUCURIPE;FORTALEZA;CE;BRASIL;60180320;85;40064316;85;40064303;lopes@petrolusa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCELO SANFORD DE BARROS FILHO;2005-07-29;RUA AMANCIO FILOMENO;;CAIS DO PORTO;FORTALEZA;CE;;60180320;85;40064316;;;lopes@petrolusa.com.br;23.530.637/0001-95;GAMA & CIA AUDITORES INDEP SC
03.342.704/0001-30;PETRORECÔNCAVO S.A.;PETRORECÔNCAVO S.A.;2021-04-30;1999-07-21;;;ATIVO;2021-04-30;25780;Emp. Adm. Part. - Petróleo e Gás;;Categoria A;2021-04-30;FASE OPERACIONAL;2021-02-26;PRIVADO;SEDE;Estrada do Vinte Mil;Km 3,5;Estação de São Roque;MATA DE SÃO JOÃO;BA;BRASIL;48280000;71;36350200;71;36350212;ri@petroreconcavo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rafael Procaci da Cunha;2021-02-23;Av. Luis Viana Filho, 13.223, Hangar Business Park, Torre 3;Quarto Andar;São Cristóvão;SALVADOR;BA;;41500300;71;36350207;;;ri@petroreconcavo.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
88.613.658/0001-10;PETTENATI S.A. INDUSTRIA TEXTIL;PETTENATI;1981-02-04;1964-06-11;;;ATIVO;1981-02-04;9539;Têxtil e Vestuário;BOLSA;Categoria B;2026-05-28;FASE OPERACIONAL;1981-02-04;PRIVADO;SEDE;ROD RSC 453, S/N;KM 2,4;DISTRITO INDUSTRIAL;CAXIAS DO SUL;RS;BRASIL;95010550;54;32277200;54;32271880;ri@pettenati.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;OTAVIO RICARDO PETTENATI;2016-12-13;ROD RSC 453, S/N;KM 2,4;DISTRITO INDUSTRIAL;CAXIAS DO SUL;RS;;95010550;54;32277200;;;ri@pettenati.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
17.745.307/0001-14;PLAMEV ADMINISTRADORA DE BENEFÍCIOS DE ATENÇÃO À SAÚDE DE ANIMAIS DOMÉSTICOS S.A.;PLAMEV ADMINISTRADORA DE BENEFÍCIOS DE ATENÇÃO À SAÚDE DE ANIMAIS DOMÉSTICOS S.A.;2026-05-27;2013-03-12;;;ATIVO;2026-05-27;28029;Serviços Médicos;;Categoria A;2026-05-27;FASE OPERACIONAL;2026-05-27;PRIVADO;SEDE;RUA MINISTRO OROZIMBO NONATO, Nº 215, LOTE 0001, QUADRA C;PAVIMENTO 6;VILA DA SERRA;NOVA LIMA;MG;;34006053;31;40072560;;;dpo@plamev.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FABIULA APARECIDA ZANETI DE ABREU SANTOS;2026-05-27;RUA MINISTRO OROZIMBO NONATO,;PAVIMENTO 6;VILA DA SERRA;NOVA LIMA;MG;;34006053;31;984926888;0;0;fabiula@plamev.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24.230.275/0001-80;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;;2020-09-04;2016-01-13;;;ATIVO;2020-09-04;25070;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2020-09-04;FASE OPERACIONAL;2020-07-23;PRIVADO;SEDE;Rua Gerivatiba, nº 207, conjunto 172;;Butantã;SÃO PAULO;SP;BRASIL;5501900;11;40957332;;;ri@planoeplano.com.br  joao.hopp@planoeplano.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;João Luis Ramos Hopp;2020-07-17;Rua Gerivatiba, nº 207, conjunto 172;;Butantã;SÃO PAULO;SP;;5501900;11;40957332;;;joao.hopp@planoeplano.com.br ri@planoeplano.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
51.928.174/0001-50;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;1989-04-19;1984-05-02;;;ATIVO;1989-04-19;13471;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1989-04-19;PRIVADO;SEDE;Rua Wilhelm Winter, 300;sala 1;Distrito Industrial;JUNDIAÍ;SP;BRASIL;13213000;11;21525300;19;32513322;contatori@plascargroup.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Anderson Roveri;2025-08-01;Rua Wilhelm Winter, 300;sala 1;Distrito Industrial;JUNDIAÍ;;;13213000;11;21525300;;;contatori@plascargroup.com;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
49.703.913/0001-63;PLATÃO CAPITAL S.A.;PLATÃO CAPITAL S.A.;2026-01-27;2023-01-12;;;ATIVO;2026-01-27;27995;Emp. Adm. Part. - Energia Elétrica;;Categoria B;2026-01-27;FASE OPERACIONAL;2025-12-10;PRIVADO;SEDE;AVENIDA PAULISTA, Nº 1.636;SALA 1504;BELA VISTA;SÃO PAULO;SP;;1310200;44;32248915;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;EMERSON SEITI KANAWA;2025-12-09;AVENIDA PAULISTA, Nº 1.636;SALA 1504;BELA VISTA;SÃO PAULO;SP;;1310200;44;33770015;0;0;emerson.seiti@plataoenergia.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
59.789.545/0001-71;POLPAR S.A.;POLPAR S.A.;1989-03-03;1988-11-29;;;ATIVO;1989-03-03;13447;Emp. Adm. Part. - Sem Setor Principal;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1989-03-03;PRIVADO;SEDE;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1452919;11;35039320;;;dripolpar@suzano.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Maria Cecilia Castro Neves Ipiña;2025-05-14;Avenida Brigadeiro Faria Lima, 1355;21 andar;Jardim Paulistano;SÃO PAULO;;;1452919;11;35039069;;;cecilian@suzano.com.br;05.690.064/0001-85;ADVISER SUL AUDITORES INDEPENDENTES
85.041.333/0001-11;PORTO PONTA DO FELIX S/A;PORTO PONTA DO FELIX S;1996-02-27;1996-05-23;;;ATIVO;1996-02-27;15407;Serviços Transporte e Logística;;Categoria A;2010-01-01;FASE OPERACIONAL;2002-09-30;PRIVADO;SEDE;Rua Ligia Bombonatto;750;Itapema;ANTONINA;PR;BRASIL;83371400;41;40404474;41;34328015;tppf@tppf.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCELO VIEIRA SEVERINO;2025-01-30;AV. IGUAÇU, 3525;APT: APT 503-1;VILA IZABEL;CURITIBA;PR;;80240074;13;988287709;;;marcelo.severino@fortenave.com.br;07.326.840/0001-98;FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
46.573.272/0001-81;PORTO SAÚDE PARTICIPAÇÕES S.A.;PORTO SAÚDE PARTICIPAÇÕES S.A.;2024-08-16;2022-05-16;;;ATIVO;2024-08-16;27618;Emp. Adm. Part. - Serviços médicos;;Categoria A;2024-08-16;FASE OPERACIONAL;2024-05-14;PRIVADO;SEDE;Avenida Rio Branco, n.º 1.475;E. Guaianases, 8º A.;Campos Elíseos;SÃO PAULO;SP;BRASIL;1205001;11;23937093;;;gri@portoseguro.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DOMINGOS DE TOLEDO PIZA FALAVINA;2024-04-01;ALAMEDA BARÃO DE PIRACICABA, N.º 740, T. B,;10º ANDA;CAMPOS ELÍSEOS;SÃO PAULO;SP;;1216012;11;23937093;;;gri@portoseguro.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
02.149.205/0001-69;PORTO SEGURO SA;PORTO SEGURO SA;1997-11-28;1997-09-22;;;ATIVO;1997-11-28;16659;Seguradoras e Corretoras;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1997-11-28;PRIVADO;SEDE;Alameda Barão de Piracicaba, 740 - Torre B;11º andar;Campos Elíseos;SÃO PAULO;SP;BRASIL;1216012;11;23937093;11;23936337;gri@portoseguro.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DOMINGOS DE TOLEDO PIZA FALAVINA;2023-11-01;Alemado Barão de Piracicaba, 740 - Torre B;11º andar;Campos Elíseos;SÃO PAULO;SP;;1216012;11;23937093;;;gri@portoseguro.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
51.430.503/0001-38;PORTO SERVIÇO S.A;PORTO SERVIÇO S.A;2024-08-16;2023-07-12;;;ATIVO;2024-08-16;27600;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2024-08-16;FASE OPERACIONAL;2024-05-14;PRIVADO;SEDE;Alameda Rio Negro, 500;T. 1, Conj. 501-516;Alphavile Centro I.;BARUERI;SP;BRASIL;6454000;11;23937093;;;gri@portoseguro.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DOMINGOS DE TOLEDO PIZA FALAVINA;2024-05-10;Alameda Barão de Piracicaba, n.º 740;Torre B E. Garfinkel;Campos Elíseos;SÃO PAULO;SP;;1216012;11;23937093;;;gri@portoseguro.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
18.494.485/0001-82;PORTO SUDESTE V.M. S.A.;PORTO SUDESTE V.M. S.A.;2014-11-11;2013-07-16;;;ATIVO;2014-11-11;23523;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2014-11-11;FASE OPERACIONAL;2015-12-31;PRIVADO;SEDE;Rua Felix Lopes Coelho, nº 222, lotes 5 ao 20, Q 0001;lote 5 (parte);Ilha da Madeira;ITAGUAÍ;RJ;BRASIL;23826580;21;36095922;21;22269201;investor.relations@portosudeste.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Thiago Semião Roldão;2020-11-03;Rua Felix Lopes Coelho, nº 222;lote 5 ao 20 (parte);Ilha da Madeira;ITAGUAÍ;RJ;;23826580;21;36095996;;;investor.relations@portosudeste.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
04.912.242/0001-02;PORTUENSE FERRAGENS S/A;PORTUENSE;1977-07-20;1947-10-23;;;ATIVO;2001-03-31;9717;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;PADRE EUTÍQUIO, NÚMERO 1055;TRAVESSA;BATISTA CAMPOS;BELÉM;PA;BRASIL;66023710;91;40059103;91;32226623;portuenseferragens@yahoo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANTÔNIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;2011-04-30;TRAVESSA PADRE EUTÍQUIO, NÚMERO 1055;;BATISTA CAMPOS;BELÉM;PA;;66023710;91;40059103;;;portuenseferragens@yahoo.com.br;63.806.830/0001-20;AUDITAN - AUDITORIA INDEPENDENTE
